sampleA	sampleB	n_avail	n_a	n_b	n_sh	SHa	SHb	SHc	SHs
ALI01	ALI02	447455	14775	8392	6439	0.4358	0.7673	-0.5142	-0.0939
ALI01	ALI03	227614	7476	7016	5535	0.7404	0.7889	-0.2096	-0.0338
ALI01	ALI04	183105	6254	5539	4352	0.6959	0.7857	-0.2541	-0.0417
ALI01	ALI05	506095	15918	13931	10746	0.6751	0.7714	-0.2749	-0.0491
ALI01	ALI06	481629	15021	9611	7411	0.4934	0.7711	-0.4566	-0.0817
ALI01	ALI07	525658	16748	10311	7690	0.4592	0.7458	-0.4908	-0.1002
ALI01	ALI09	546376	16507	9821	7177	0.4348	0.7308	-0.5152	-0.1129
ALI01	ALI10	455342	13167	11639	8718	0.6621	0.749	-0.2879	-0.0579
ALI01	ALI11	540422	17098	9878	7786	0.4554	0.7882	-0.4946	-0.08
ALI01	ALI12	542467	17217	10202	7731	0.449	0.7578	-0.501	-0.0963
ALI01	ALI16	119840	4705	4091	3237	0.688	0.7912	-0.262	-0.0416
ALI02	ALI03	223969	4633	7633	3562	0.7688	0.4667	-0.4833	-0.0876
ALI02	ALI04	181641	4008	5874	2829	0.7058	0.4816	-0.4684	-0.1144
ALI02	ALI05	505356	9669	15100	6646	0.6874	0.4401	-0.5099	-0.1339
ALI02	ALI06	479987	9007	10332	4447	0.4937	0.4304	-0.5196	-0.2371
ALI02	ALI07	524656	10154	11025	4998	0.4922	0.4533	-0.4967	-0.2274
ALI02	ALI09	547575	10181	10737	4798	0.4713	0.4469	-0.5031	-0.2408
ALI02	ALI10	451400	8039	12517	5551	0.6905	0.4435	-0.5065	-0.1314
ALI02	ALI11	540840	10459	10744	4787	0.4577	0.4456	-0.5044	-0.2483
ALI02	ALI12	542868	10468	11121	5192	0.496	0.4669	-0.4831	-0.2193
ALI02	ALI16	118285	3006	4404	2218	0.7379	0.5036	-0.4464	-0.0947
ALI03	ALI04	99721	3714	3412	2635	0.7095	0.7723	-0.2405	-0.0427
ALI03	ALI05	250147	8091	7440	5600	0.6921	0.7527	-0.2579	-0.0509
ALI03	ALI06	238236	7582	5255	3892	0.5133	0.7406	-0.4367	-0.0914
ALI03	ALI07	256797	8407	5543	4139	0.4923	0.7467	-0.4577	-0.0931
ALI03	ALI09	261098	8091	5239	3807	0.4705	0.7267	-0.4795	-0.1071
ALI03	ALI10	231766	6904	6464	4789	0.6937	0.7409	-0.2563	-0.0536
ALI03	ALI11	260379	8484	5289	3984	0.4696	0.7533	-0.4804	-0.0945
ALI03	ALI12	261197	8497	5497	4044	0.4759	0.7357	-0.4741	-0.1016
ALI03	ALI16	66663	2748	2623	2034	0.7402	0.7754	-0.2098	-0.0366
ALI04	ALI05	203686	6305	6309	4435	0.7034	0.703	-0.247	-0.0609
ALI04	ALI06	194065	5942	4526	3135	0.5276	0.6927	-0.4224	-0.1087
ALI04	ALI07	209510	6570	4796	3477	0.5292	0.725	-0.4208	-0.0947
ALI04	ALI09	214808	6399	4436	2973	0.4646	0.6702	-0.4854	-0.1358
ALI04	ALI10	185999	5270	5427	3735	0.7087	0.6882	-0.2618	-0.0632
ALI04	ALI11	213633	6602	4573	3209	0.4861	0.7017	-0.4639	-0.1152
ALI04	ALI12	214282	6648	4677	3237	0.4869	0.6921	-0.4631	-0.1194
ALI04	ALI16	52524	2241	2237	1683	0.751	0.7523	-0.199	-0.0393
ALI05	ALI06	548285	15429	11254	7536	0.4884	0.6696	-0.4616	-0.1294
ALI05	ALI07	601643	17303	11954	8125	0.4696	0.6797	-0.4804	-0.1299
ALI05	ALI09	630505	17261	11594	7905	0.458	0.6818	-0.492	-0.132
ALI05	ALI10	514347	13411	13406	8976	0.6693	0.6696	-0.2807	-0.0787
ALI05	ALI11	621589	17805	11556	7705	0.4327	0.6668	-0.5173	-0.1465
ALI05	ALI12	624089	17873	12086	8551	0.4784	0.7075	-0.4716	-0.1144
ALI05	ALI16	131900	4741	4685	3350	0.7066	0.715	-0.2434	-0.0572
ALI06	ALI07	571517	11798	11149	5079	0.4305	0.4556	-0.5195	-0.2568
ALI06	ALI09	597744	11875	11087	5633	0.4744	0.5081	-0.4756	-0.2102
ALI06	ALI10	489435	9451	12684	6376	0.6746	0.5027	-0.4473	-0.1232
ALI06	ALI11	589926	12172	10841	5315	0.4367	0.4903	-0.5133	-0.236
ALI06	ALI12	592544	12210	11443	5916	0.4845	0.517	-0.4655	-0.2016
ALI06	ALI16	126321	3386	4383	2325	0.6867	0.5305	-0.4195	-0.1105
ALI07	ALI09	661877	12553	12258	5565	0.4433	0.454	-0.5067	-0.2513
ALI07	ALI10	534081	9962	14151	6893	0.6919	0.4871	-0.4629	-0.1195
ALI07	ALI11	650953	12961	12210	5957	0.4596	0.4879	-0.4904	-0.2266
ALI07	ALI12	654180	12993	12816	5970	0.4595	0.4658	-0.4905	-0.2375
ALI07	ALI16	135935	3471	4834	2529	0.7286	0.5232	-0.4268	-0.0945
ALI09	ALI10	554174	9634	14058	6285	0.6524	0.4471	-0.5029	-0.1497
ALI09	ALI11	691220	12925	12466	5811	0.4496	0.4661	-0.5004	-0.2421
ALI09	ALI12	695091	12947	13083	6184	0.4776	0.4727	-0.4773	-0.2255
ALI09	ALI16	138383	3421	4706	2436	0.7121	0.5176	-0.4324	-0.1029
ALI10	ALI11	548489	14537	9577	6366	0.4379	0.6647	-0.5121	-0.1461
ALI10	ALI12	550826	14562	10218	6922	0.4753	0.6774	-0.4747	-0.1294
ALI10	ALI16	121635	3997	3992	2787	0.6973	0.6981	-0.2527	-0.0637
ALI11	ALI12	680649	12813	13359	6313	0.4927	0.4726	-0.4774	-0.2183
ALI11	ALI16	138102	3299	4880	2373	0.7193	0.4863	-0.4637	-0.107
ALI12	ALI16	138612	3446	4860	2431	0.7055	0.5002	-0.4498	-0.11
ASL01	ASL02	731660	12840	12884	6536	0.509	0.5073	-0.4427	-0.1952
ASL01	ASL03	734893	13064	20926	9916	0.759	0.4739	-0.4761	-0.0909
ASL01	ASL04	728527	11467	13171	6978	0.6085	0.5298	-0.4202	-0.1435
ASL01	ASL05	731861	12972	12319	6196	0.4776	0.503	-0.4724	-0.2112
ASL01	ASL06	702843	11966	14544	6288	0.5255	0.4323	-0.5177	-0.2198
ASL01	ASL07	733052	12931	12846	6450	0.4988	0.5021	-0.4512	-0.2021
ASL01	ASL08	727276	12871	12170	6496	0.5047	0.5338	-0.4453	-0.1853
ASL01	ASL09	708717	12530	12538	6188	0.4939	0.4935	-0.4565	-0.2082
ASL01	ASL10	704831	12507	12044	6060	0.4845	0.5032	-0.4655	-0.208
ASL01	ASL11	736072	13048	13287	6808	0.5218	0.5124	-0.4376	-0.1874
ASL01	ASL12	732204	12953	12295	6218	0.48	0.5057	-0.47	-0.2088
ASL02	ASL03	732817	13169	21039	9979	0.7578	0.4743	-0.4757	-0.0914
ASL02	ASL04	726395	11526	13262	6530	0.5665	0.4924	-0.4576	-0.1755
ASL02	ASL05	729904	13070	12333	5783	0.4425	0.4689	-0.5075	-0.2442
ASL02	ASL06	701189	12133	14551	6427	0.5297	0.4417	-0.5083	-0.2136
ASL02	ASL07	731193	13076	12922	6671	0.5102	0.5163	-0.4398	-0.1907
ASL02	ASL08	725179	12970	12351	6282	0.4843	0.5086	-0.4657	-0.2056
ASL02	ASL09	707143	12669	12650	6189	0.4885	0.4892	-0.4615	-0.2127
ASL02	ASL10	703346	12666	12164	6043	0.4771	0.4968	-0.4729	-0.2143
ASL02	ASL11	733557	13157	13317	6720	0.5108	0.5046	-0.4454	-0.1956
ASL02	ASL12	729997	13059	12374	6158	0.4716	0.4977	-0.4784	-0.2164
ASL03	ASL04	729951	18589	13507	9992	0.5375	0.7398	-0.4125	-0.0867
ASL03	ASL05	733694	21235	12574	9195	0.433	0.7313	-0.517	-0.1131
ASL03	ASL06	703700	19459	14787	9998	0.5138	0.6761	-0.4362	-0.1195
ASL03	ASL07	734387	21156	13134	10085	0.4767	0.7679	-0.4733	-0.0862
ASL03	ASL08	727922	21050	12532	9433	0.4481	0.7527	-0.5019	-0.099
ASL03	ASL09	709138	20566	12797	9522	0.463	0.7441	-0.487	-0.1003
ASL03	ASL10	705019	20510	12301	9087	0.4431	0.7387	-0.5069	-0.1071
ASL03	ASL11	737774	21358	13576	10287	0.4816	0.7577	-0.4684	-0.0901
ASL03	ASL12	733222	21177	12570	9220	0.4354	0.7335	-0.5146	-0.1114
ASL04	ASL05	727288	13367	11172	6037	0.4516	0.5404	-0.4984	-0.2041
ASL04	ASL06	698453	12348	13103	6429	0.5207	0.4907	-0.4593	-0.1972
ASL04	ASL07	727861	13325	11560	6627	0.4973	0.5733	-0.4527	-0.1705
ASL04	ASL08	721859	13237	10962	6434	0.4861	0.5869	-0.4639	-0.1684
ASL04	ASL09	703792	12893	11433	6509	0.5048	0.5693	-0.4452	-0.1695
ASL04	ASL10	699833	12899	10772	6176	0.4788	0.5733	-0.4712	-0.1775
ASL04	ASL11	730781	13476	11892	6796	0.5043	0.5715	-0.4457	-0.1687
ASL04	ASL12	726872	13355	11011	6056	0.4535	0.55	-0.4965	-0.1986
ASL05	ASL06	701173	11595	14715	6456	0.5568	0.4387	-0.5113	-0.201
ASL05	ASL07	731209	12435	13048	6203	0.4988	0.4754	-0.4746	-0.2141
ASL05	ASL08	725174	12348	12416	5693	0.461	0.4585	-0.4915	-0.2403
ASL05	ASL09	706996	12082	12752	5841	0.4834	0.458	-0.492	-0.2296
ASL05	ASL10	702961	12001	12200	5988	0.499	0.4908	-0.4592	-0.2071
ASL05	ASL11	734384	12535	13456	6282	0.5012	0.4669	-0.4831	-0.2168
ASL05	ASL12	730299	12459	12480	5686	0.4564	0.4556	-0.4944	-0.244
ASL06	ASL07	702474	14692	12104	6614	0.4502	0.5464	-0.4998	-0.2017
ASL06	ASL08	697162	14582	11647	6316	0.4331	0.5423	-0.5169	-0.2107
ASL06	ASL09	680561	14257	11769	6435	0.4514	0.5468	-0.4986	-0.201
ASL06	ASL10	676799	14251	11428	6140	0.4308	0.5373	-0.5192	-0.2143
ASL06	ASL11	704446	14783	12442	6596	0.4462	0.5301	-0.5038	-0.2115
ASL06	ASL12	701550	14699	11554	5957	0.4053	0.5156	-0.5447	-0.2366
ASL07	ASL08	726761	12922	12406	6462	0.5001	0.5209	-0.4499	-0.1931
ASL07	ASL09	708407	12547	12702	6472	0.5158	0.5095	-0.4405	-0.1913
ASL07	ASL10	704396	12554	12211	6204	0.4942	0.5081	-0.4558	-0.2014
ASL07	ASL11	735109	13114	13381	6426	0.49	0.4802	-0.4698	-0.2161
ASL07	ASL12	731523	13039	12468	6308	0.4838	0.5059	-0.4662	-0.207
ASL08	ASL09	704283	12061	12677	6250	0.5182	0.493	-0.457	-0.1973
ASL08	ASL10	700540	12048	12199	5847	0.4853	0.4793	-0.4707	-0.2187
ASL08	ASL11	728750	12486	13285	6287	0.5035	0.4732	-0.4768	-0.2129
ASL08	ASL12	725858	12453	12413	6054	0.4861	0.4877	-0.4639	-0.2145
ASL09	ASL10	687085	12419	11895	5557	0.4475	0.4672	-0.5025	-0.2426
ASL09	ASL11	709827	12773	12931	6382	0.4996	0.4935	-0.4565	-0.2056
ASL09	ASL12	707976	12735	12030	5964	0.4683	0.4958	-0.4817	-0.2188
ASL10	ASL11	705827	12263	12932	6225	0.5076	0.4814	-0.4686	-0.2073
ASL10	ASL12	704001	12247	12031	5803	0.4738	0.4823	-0.4762	-0.2227
ASL11	ASL12	734154	13415	12547	6621	0.4936	0.5277	-0.4564	-0.1927
BB01	BB02	716626	51907	53411	25640	0.494	0.4801	-0.4699	-0.2143
BB01	BB03	717022	51980	51078	26144	0.503	0.5118	-0.447	-0.1959
BB01	BB04	715600	51959	52559	26219	0.5046	0.4988	-0.4512	-0.201
BB01	BB05	717297	52025	52659	26286	0.5053	0.4992	-0.4508	-0.2005
BB01	BB06	713078	51782	57032	23045	0.445	0.4041	-0.5459	-0.2757
BB01	BB07	716460	51888	43554	19620	0.3781	0.4505	-0.5719	-0.2857
BB01	BB08	715852	51768	58400	26837	0.5184	0.4595	-0.4905	-0.2117
BB01	BB09	716425	51867	52438	21494	0.4144	0.4099	-0.5401	-0.2893
BB01	BB10	716169	51917	52431	21505	0.4142	0.4102	-0.5398	-0.2892
BB01	BB11	715697	51900	55558	19977	0.3849	0.3596	-0.5904	-0.3336
BB01	BB12	713483	51782	50890	22941	0.443	0.4508	-0.507	-0.2531
BB02	BB03	731290	54312	51822	29374	0.5408	0.5668	-0.4092	-0.1568
BB02	BB04	728722	54179	53360	26579	0.4906	0.4981	-0.4594	-0.2076
BB02	BB05	732318	54419	53588	26757	0.4917	0.4993	-0.4583	-0.2066
BB02	BB06	726804	54116	57949	24289	0.4488	0.4191	-0.5309	-0.2661
BB02	BB07	729811	54087	44092	18314	0.3386	0.4154	-0.6114	-0.3269
BB02	BB08	728513	53996	59201	23144	0.4286	0.3909	-0.5591	-0.2915
BB02	BB09	730654	54141	53228	22128	0.4087	0.4157	-0.5413	-0.2892
BB02	BB10	729893	54231	53237	22142	0.4083	0.4159	-0.5417	-0.2893
BB02	BB11	729594	54226	56438	21662	0.3995	0.3838	-0.5662	-0.3117
BB02	BB12	725940	54065	51713	23694	0.4383	0.4582	-0.5117	-0.2517
BB03	BB04	728738	51746	53384	27302	0.5276	0.5114	-0.4386	-0.1853
BB03	BB05	732344	51891	53630	27421	0.5284	0.5113	-0.4387	-0.185
BB03	BB06	726388	51676	57909	25707	0.4975	0.4439	-0.5061	-0.229
BB03	BB07	729991	51636	44170	17773	0.3442	0.4024	-0.6058	-0.3317
BB03	BB08	728463	51492	59155	21035	0.4085	0.3556	-0.5944	-0.3219
BB03	BB09	730640	51720	53200	20762	0.4014	0.3903	-0.5597	-0.3071
BB03	BB10	730056	51749	53207	20798	0.4019	0.3909	-0.5591	-0.3064
BB03	BB11	729637	51746	56320	19748	0.3816	0.3506	-0.5994	-0.3407
BB03	BB12	725953	51574	51686	23765	0.4608	0.4598	-0.4902	-0.2398
BB04	BB05	731250	53769	53809	53712	0.9989	0.9982	0.0482	-0.0024
BB04	BB06	725307	53225	57902	28991	0.5447	0.5007	-0.4493	-0.1821
BB04	BB07	727756	53150	44076	18875	0.3551	0.4282	-0.5949	-0.3104
BB04	BB08	726573	53048	59089	22610	0.4262	0.3826	-0.5674	-0.2972
BB04	BB09	728236	53162	53093	20766	0.3906	0.3911	-0.5594	-0.3126
BB04	BB10	727679	53265	53113	20816	0.3908	0.3919	-0.5592	-0.3121
BB04	BB11	727356	53298	56316	20597	0.3864	0.3657	-0.5843	-0.3293
BB04	BB12	724576	53206	51658	25752	0.484	0.4985	-0.466	-0.2104
BB05	BB06	728260	53436	58037	29116	0.5449	0.5017	-0.4483	-0.1816
BB05	BB07	730956	53352	44225	18954	0.3553	0.4286	-0.5947	-0.3101
BB05	BB08	729635	53243	59261	22730	0.4269	0.3836	-0.5664	-0.2963
BB05	BB09	731543	53368	53268	20872	0.3911	0.3918	-0.5589	-0.312
BB05	BB10	730652	53436	53266	20908	0.3913	0.3925	-0.5587	-0.3115
BB05	BB11	730640	53517	56467	20689	0.3866	0.3664	-0.5836	-0.3288
BB05	BB12	726958	53376	51833	25861	0.4845	0.4989	-0.4655	-0.21
BB06	BB07	725750	57757	44008	18022	0.312	0.4095	-0.638	-0.3448
BB06	BB08	724647	57695	59044	27147	0.4705	0.4598	-0.4902	-0.2351
BB06	BB09	726240	57774	53026	20650	0.3574	0.3894	-0.5926	-0.3322
BB06	BB10	725484	57857	53050	20673	0.3573	0.3897	-0.5927	-0.3321
BB06	BB11	725694	57982	56334	26498	0.457	0.4704	-0.493	-0.2364
BB06	BB12	722252	57769	51532	23388	0.4049	0.4539	-0.5451	-0.2704
BB07	BB08	729086	44075	59172	21805	0.4947	0.3685	-0.5815	-0.2648
BB07	BB09	730163	44106	53139	18486	0.4191	0.3479	-0.6021	-0.3197
BB07	BB10	729417	44129	53132	18477	0.4187	0.3478	-0.6022	-0.3199
BB07	BB11	729523	44188	56378	19039	0.4309	0.3377	-0.6123	-0.3178
BB07	BB12	725156	43967	51548	17332	0.3942	0.3362	-0.6138	-0.3412
BB08	BB09	728486	59082	53019	22456	0.3801	0.4235	-0.5699	-0.3001
BB08	BB10	727812	59134	53044	22461	0.3798	0.4234	-0.5702	-0.3003
BB08	BB11	727884	59176	56225	26420	0.4465	0.4699	-0.5035	-0.2417
BB08	BB12	723918	58901	51439	19840	0.3368	0.3857	-0.6132	-0.346
BB09	BB10	732567	53646	53645	53567	0.9985	0.9985	0.0485	-0.0024
BB09	BB11	729706	53238	56332	20139	0.3783	0.3575	-0.5925	-0.3387
BB09	BB12	725703	52973	51609	21508	0.406	0.4167	-0.544	-0.2901
BB10	BB11	729114	53273	56394	20174	0.3787	0.3577	-0.5923	-0.3384
BB10	BB12	725370	52971	51622	21520	0.4063	0.4169	-0.5437	-0.2898
BB11	BB12	725203	56190	51656	20528	0.3653	0.3974	-0.5847	-0.3231
CZ01	CZ02	755078	8826	8417	3256	0.3689	0.3868	-0.5811	-0.3273
CZ01	CZ03	754759	8794	9077	3151	0.3583	0.3471	-0.6029	-0.3567
CZ01	CZ04	754901	8782	8612	3145	0.3581	0.3652	-0.5919	-0.3461
CZ01	CZ05	753951	8533	9015	3389	0.3972	0.3759	-0.5741	-0.3174
CZ01	CZ06	754787	8803	7696	2952	0.3353	0.3836	-0.6147	-0.3482
CZ01	CZ07	754152	8760	8562	3035	0.3465	0.3545	-0.6035	-0.3594
CZ01	CZ08	754663	8775	7968	3343	0.381	0.4196	-0.569	-0.3018
CZ01	CZ09	754402	8794	8310	3754	0.4269	0.4517	-0.5231	-0.2607
CZ01	CZ10	754762	8713	9711	3266	0.3748	0.3363	-0.6137	-0.353
CZ01	CZ11	753927	8552	7819	2698	0.3155	0.3451	-0.6345	-0.3838
CZ01	CZ12	754822	8781	7739	2994	0.341	0.3869	-0.609	-0.3429
CZ02	CZ03	756143	8621	9351	3491	0.4049	0.3733	-0.5767	-0.3144
CZ02	CZ04	756227	8620	8858	3194	0.3705	0.3606	-0.5894	-0.3416
CZ02	CZ05	755602	8373	9272	3407	0.4069	0.3675	-0.5825	-0.3164
CZ02	CZ06	756202	8619	7934	2975	0.3452	0.375	-0.6048	-0.3478
CZ02	CZ07	755617	8588	8786	2953	0.3439	0.3361	-0.6139	-0.3721
CZ02	CZ08	755925	8609	8180	3006	0.3492	0.3675	-0.6008	-0.35
CZ02	CZ09	755787	8603	8510	3457	0.4018	0.4062	-0.5482	-0.2981
CZ02	CZ10	756230	8526	9960	3165	0.3712	0.3178	-0.6322	-0.3659
CZ02	CZ11	755431	8379	8023	2860	0.3413	0.3565	-0.6087	-0.3613
CZ02	CZ12	756583	8626	7955	3608	0.4183	0.4536	-0.5317	-0.2639
CZ03	CZ04	756227	9322	8841	4063	0.4359	0.4596	-0.5141	-0.2521
CZ03	CZ05	755066	9009	9222	3329	0.3695	0.361	-0.589	-0.3419
CZ03	CZ06	755987	9302	7902	3188	0.3427	0.4034	-0.6073	-0.332
CZ03	CZ07	755360	9262	8766	3028	0.3269	0.3454	-0.6231	-0.3767
CZ03	CZ08	755729	9300	8167	2999	0.3225	0.3672	-0.6275	-0.3657
CZ03	CZ09	755480	9298	8469	3073	0.3305	0.3629	-0.6195	-0.3637
CZ03	CZ10	756054	9198	9923	3548	0.3857	0.3576	-0.5924	-0.3343
CZ03	CZ11	755040	9059	8017	2737	0.3021	0.3414	-0.6479	-0.3943
CZ03	CZ12	755823	9293	7933	3054	0.3286	0.385	-0.6214	-0.3511
CZ04	CZ05	755122	8587	9233	4169	0.4855	0.4515	-0.4985	-0.2316
CZ04	CZ06	755897	8814	7894	2734	0.3102	0.3463	-0.6398	-0.3862
CZ04	CZ07	755386	8788	8760	2855	0.3249	0.3259	-0.6251	-0.3901
CZ04	CZ08	755737	8815	8173	2988	0.339	0.3656	-0.611	-0.3571
CZ04	CZ09	755488	8829	8481	3134	0.355	0.3695	-0.595	-0.3454
CZ04	CZ10	756076	8746	9916	3568	0.408	0.3598	-0.5902	-0.3199
CZ04	CZ11	755060	8596	8008	2743	0.3191	0.3425	-0.6309	-0.3833
CZ04	CZ12	755947	8825	7913	2947	0.3339	0.3724	-0.6161	-0.3559
CZ05	CZ06	755124	9233	7523	3431	0.3716	0.4561	-0.5784	-0.2857
CZ05	CZ07	754637	9191	8488	3832	0.4169	0.4515	-0.5331	-0.2658
CZ05	CZ08	755074	9210	7887	3407	0.3699	0.432	-0.5801	-0.3005
CZ05	CZ09	754917	9217	8227	3461	0.3755	0.4207	-0.5745	-0.3041
CZ05	CZ10	755071	9127	9650	3664	0.4014	0.3797	-0.5703	-0.3129
CZ05	CZ11	754356	9020	7782	3012	0.3339	0.387	-0.6161	-0.3469
CZ05	CZ12	755339	9246	7687	3086	0.3338	0.4015	-0.6162	-0.338
CZ06	CZ07	755353	7879	8774	2738	0.3475	0.3121	-0.6379	-0.3843
CZ06	CZ08	755838	7880	8171	3103	0.3938	0.3798	-0.5702	-0.3171
CZ06	CZ09	755545	7878	8476	2996	0.3803	0.3535	-0.5965	-0.3398
CZ06	CZ10	755882	7808	9932	2795	0.358	0.2814	-0.6686	-0.3958
CZ06	CZ11	755019	7667	8001	2320	0.3026	0.29	-0.66	-0.4273
CZ06	CZ12	755801	7895	7931	2892	0.3663	0.3646	-0.5854	-0.3417
CZ07	CZ08	755199	8762	8118	3083	0.3519	0.3798	-0.5981	-0.341
CZ07	CZ09	754915	8770	8449	3021	0.3445	0.3576	-0.6055	-0.3587
CZ07	CZ10	755444	8662	9890	3289	0.3797	0.3326	-0.6174	-0.3521
CZ07	CZ11	754579	8555	7966	2813	0.3288	0.3531	-0.6212	-0.3708
CZ07	CZ12	755288	8758	7907	2751	0.3141	0.3479	-0.6359	-0.3829
CZ08	CZ09	755793	8166	8474	4141	0.5071	0.4887	-0.4613	-0.2043
CZ08	CZ10	755644	8078	9919	3046	0.3771	0.3071	-0.6429	-0.3683
CZ08	CZ11	754759	7964	7988	2498	0.3137	0.3127	-0.6373	-0.4055
CZ08	CZ12	755634	8158	7903	2932	0.3594	0.371	-0.5906	-0.342
CZ09	CZ10	755431	8381	9918	3129	0.3733	0.3155	-0.6345	-0.3659
CZ09	CZ11	754618	8188	7997	2737	0.3343	0.3423	-0.6157	-0.3742
CZ09	CZ12	755484	8470	7937	3148	0.3717	0.3966	-0.5783	-0.32
CZ10	CZ11	755174	9680	7892	2976	0.3074	0.3771	-0.6426	-0.3681
CZ10	CZ12	755928	9901	7811	3099	0.313	0.3967	-0.637	-0.3525
CZ11	CZ12	755142	8003	7602	2523	0.3153	0.3319	-0.6347	-0.3923
FR01	FR02	755388	8466	8498	2595	0.3065	0.3054	-0.6446	-0.4148
FR01	FR03	756282	8447	8534	2702	0.3199	0.3166	-0.6334	-0.3991
FR01	FR04	756115	8461	8979	2732	0.3229	0.3043	-0.6457	-0.4049
FR01	FR05	755715	8454	13296	4583	0.5421	0.3447	-0.6053	-0.2469
FR01	FR06	756127	8479	13044	4732	0.5581	0.3628	-0.5872	-0.2301
FR01	FR07	755344	8451	9105	2901	0.3433	0.3186	-0.6314	-0.3831
FR01	FR08	753327	8431	8884	2710	0.3214	0.305	-0.645	-0.4054
FR01	FR09	755917	8440	8880	2759	0.3269	0.3107	-0.6393	-0.3983
FR01	FR10	756113	8413	8988	2926	0.3478	0.3255	-0.6245	-0.3761
FR01	FR11	754154	8305	8798	2620	0.3155	0.2978	-0.6522	-0.4138
FR01	FR12	755323	8409	8317	2501	0.2974	0.3007	-0.6526	-0.4237
FR02	FR03	755453	8500	8558	2507	0.2949	0.2929	-0.6571	-0.4305
FR02	FR04	755415	8511	9005	2822	0.3316	0.3134	-0.6366	-0.3937
FR02	FR05	754717	8502	13336	4762	0.5601	0.3571	-0.5929	-0.2312
FR02	FR06	755290	8541	13092	4730	0.5538	0.3613	-0.5887	-0.2332
FR02	FR07	754149	8474	9115	2794	0.3297	0.3065	-0.6435	-0.3992
FR02	FR08	752534	8463	8903	2636	0.3115	0.2961	-0.6539	-0.4175
FR02	FR09	754626	8465	8902	2679	0.3165	0.3009	-0.6491	-0.4112
FR02	FR10	755070	8444	8998	2800	0.3316	0.3112	-0.6388	-0.395
FR02	FR11	753262	8350	8838	2745	0.3287	0.3106	-0.6394	-0.3973
FR02	FR12	754184	8444	8337	2589	0.3066	0.3105	-0.6434	-0.4115
FR03	FR04	756342	8553	8988	2965	0.3467	0.3299	-0.6201	-0.3741
FR03	FR05	755777	8559	13308	4779	0.5584	0.3591	-0.5909	-0.2314
FR03	FR06	756266	8561	13053	4762	0.5562	0.3648	-0.5852	-0.2305
FR03	FR07	755359	8533	9097	2699	0.3163	0.2967	-0.6533	-0.414
FR03	FR08	753457	8525	8888	2728	0.32	0.3069	-0.6431	-0.4052
FR03	FR09	755811	8536	8889	2827	0.3312	0.318	-0.632	-0.3911
FR03	FR10	756130	8516	8968	2900	0.3405	0.3234	-0.6266	-0.3819
FR03	FR11	754182	8386	8811	2566	0.306	0.2912	-0.6588	-0.4243
FR03	FR12	755198	8503	8329	2692	0.3166	0.3232	-0.6334	-0.397
FR04	FR05	755486	8998	13307	5037	0.5598	0.3785	-0.5715	-0.223
FR04	FR06	756142	9024	13086	4947	0.5482	0.378	-0.572	-0.2298
FR04	FR07	755171	9002	9120	3070	0.341	0.3366	-0.6134	-0.3736
FR04	FR08	753322	8974	8899	2812	0.3133	0.316	-0.6367	-0.4037
FR04	FR09	755651	8976	8890	2730	0.3041	0.3071	-0.6459	-0.4152
FR04	FR10	756045	8961	8995	2836	0.3165	0.3153	-0.6347	-0.4021
FR04	FR11	754102	8842	8829	2841	0.3213	0.3218	-0.6287	-0.3949
FR04	FR12	754974	8959	8328	2676	0.2987	0.3213	-0.6513	-0.4095
FR05	FR06	755771	13371	13093	8290	0.62	0.6332	-0.33	-0.1045
FR05	FR07	754876	13284	9127	5147	0.3875	0.5639	-0.5625	-0.2172
FR05	FR08	753330	13300	8905	4977	0.3742	0.5589	-0.5758	-0.2252
FR05	FR09	755037	13272	8894	4660	0.3511	0.5239	-0.5989	-0.2552
FR05	FR10	755364	13244	9000	5057	0.3818	0.5619	-0.5682	-0.2205
FR05	FR11	753878	13036	8839	4834	0.3708	0.5469	-0.5792	-0.2335
FR05	FR12	754754	13258	8354	4542	0.3426	0.5437	-0.6074	-0.2468
FR06	FR07	755247	13043	9137	5080	0.3895	0.556	-0.5605	-0.2208
FR06	FR08	753626	13069	8927	4862	0.372	0.5446	-0.578	-0.2343
FR06	FR09	755646	13029	8915	4908	0.3767	0.5505	-0.5733	-0.229
FR06	FR10	756028	12989	9022	4983	0.3836	0.5523	-0.5664	-0.2253
FR06	FR11	754285	12807	8843	4940	0.3857	0.5586	-0.5643	-0.2209
FR06	FR12	755157	13005	8357	4576	0.3519	0.5476	-0.5981	-0.2407
FR07	FR08	752843	9091	8874	2941	0.3235	0.3314	-0.6265	-0.3876
FR07	FR09	755020	9105	8873	2994	0.3288	0.3374	-0.6212	-0.3805
FR07	FR10	755005	9077	8971	3173	0.3496	0.3537	-0.6004	-0.358
FR07	FR11	753338	8934	8803	3071	0.3437	0.3489	-0.6063	-0.3644
FR07	FR12	754439	9074	8335	2774	0.3057	0.3328	-0.6443	-0.3977
FR08	FR09	752855	8877	8851	2939	0.3311	0.3321	-0.6189	-0.3824
FR08	FR10	753178	8826	8948	2795	0.3167	0.3124	-0.6376	-0.4038
FR08	FR11	751853	8734	8802	2776	0.3178	0.3154	-0.6346	-0.4012
FR08	FR12	752721	8853	8303	2670	0.3016	0.3216	-0.6484	-0.4075
FR09	FR10	755558	8849	8973	2720	0.3074	0.3031	-0.6469	-0.4157
